Waf: Entering directory `/home/harshad/projects/ndn/ns-3/build'
Waf: Leaving directory `/home/harshad/projects/ndn/ns-3/build'
'build' finished successfully (2.222s)
Reading client-0.trace
frac = 0.414295
frac = 0.696334
frac = 0.602840
frac = 0.205891
frac = 0.806659
frac = 0.881853
frac = 0.423512
frac = 0.856309
frac = 0.505787
frac = 0.418988
frac = 0.637466
frac = 0.298614
frac = 0.148738
frac = 0.859032
frac = 0.944280
frac = 0.822443
frac = 0.862183
frac = 0.938231
frac = 0.000347
frac = 0.126760
frac = 0.151092
frac = 0.358574
frac = 0.795248
frac = 0.336581
frac = 0.262738
frac = 0.660031
frac = 0.095906
frac = 0.522502
frac = 0.741718
frac = 0.165893
frac = 0.752835
frac = 0.608774
frac = 0.407545
frac = 0.221892
frac = 0.324363
frac = 0.225604
frac = 0.794425
frac = 0.779218
frac = 0.460889
frac = 0.979623
frac = 0.269754
frac = 0.331114
frac = 0.404745
frac = 0.641893
frac = 0.492140
frac = 0.143330
frac = 0.381514
frac = 0.162569
frac = 0.811735
frac = 0.751288
frac = 0.885952
frac = 0.915796
frac = 0.421312
frac = 0.410282
frac = 0.584621
frac = 0.737424
frac = 0.283621
frac = 0.322089
frac = 0.952704
frac = 0.022696
frac = 0.199915
frac = 0.291500
frac = 0.167383
frac = 0.509214
frac = 0.428079
frac = 0.789946
frac = 0.416779
frac = 0.596398
frac = 0.684084
frac = 0.243216
frac = 0.907449
frac = 0.362225
frac = 0.986139
frac = 0.040331
frac = 0.730342
frac = 0.813147
frac = 0.322562
frac = 0.803773
frac = 0.252168
frac = 0.464057
frac = 0.679843
frac = 0.453106
frac = 0.939559
frac = 0.926633
frac = 0.453826
frac = 0.456936
frac = 0.554308
frac = 0.313141
frac = 0.047076
frac = 0.554671
frac = 0.169023
frac = 0.106516
frac = 0.448825
frac = 0.152552
frac = 0.904889
frac = 0.659221
frac = 0.350628
frac = 0.377894
frac = 0.071254
frac = 0.570088
frac = 0.773250
frac = 0.146264
frac = 0.080830
frac = 0.534353
frac = 0.272705
frac = 0.529306
frac = 0.009987
frac = 0.062636
frac = 0.378109
frac = 0.538532
frac = 0.570077
frac = 0.669462
frac = 0.531300
frac = 0.388792
frac = 0.761583
frac = 0.881794
frac = 0.960064
frac = 0.010501
frac = 0.427365
frac = 0.327522
frac = 0.166008
frac = 0.156572
frac = 0.212463
frac = 0.820704
frac = 0.297724
frac = 0.040239
frac = 0.414559
frac = 0.571957
frac = 0.504311
frac = 0.583564
frac = 0.593896
frac = 0.740903
frac = 0.154083
frac = 0.872533
frac = 0.191853
frac = 0.496530
frac = 0.686020
frac = 0.036980
frac = 0.212354
frac = 0.129678
frac = 0.205277
frac = 0.821715
frac = 0.045480
frac = 0.502516
frac = 0.200973
frac = 0.775635
frac = 0.642026
frac = 0.097749
frac = 0.674914
frac = 0.005620
frac = 0.250558
frac = 0.111165
frac = 0.895280
frac = 0.812795
frac = 0.656046
frac = 0.056931
frac = 0.704613
frac = 0.798818
frac = 0.638104
frac = 0.771336
frac = 0.040383
frac = 0.492039
frac = 0.061872
frac = 0.883359
frac = 0.421175
frac = 0.176923
frac = 0.958203
frac = 0.859907
frac = 0.483829
frac = 0.420130
frac = 0.974561
frac = 0.002330
frac = 0.809904
frac = 0.645144
frac = 0.024185
frac = 0.315695
frac = 0.388190
frac = 0.406110
frac = 0.366674
frac = 0.674111
frac = 0.647459
frac = 0.280843
frac = 0.894654
frac = 0.501804
frac = 0.267565
frac = 0.237087
frac = 0.874650
frac = 0.413726
frac = 0.753318
frac = 0.873438
frac = 0.489103
frac = 0.263460
frac = 0.488310
frac = 0.928932
frac = 0.012531
frac = 0.136399
frac = 0.594126
frac = 0.217525
frac = 0.236967
frac = 0.514213
frac = 0.511866
frac = 0.226694
frac = 0.031685
frac = 0.681390
frac = 0.193608
frac = 0.828554
frac = 0.552191
frac = 0.399250
frac = 0.797468
frac = 0.633358
frac = 0.813057
frac = 0.249739
frac = 0.464771
frac = 0.060402
frac = 0.392800
frac = 0.168996
frac = 0.785113
frac = 0.730709
frac = 0.543447
frac = 0.461731
frac = 0.434242
frac = 0.990863
frac = 0.265123
frac = 0.083870
frac = 0.489784
frac = 0.125039
frac = 0.672374
frac = 0.274669
frac = 0.660974
frac = 0.327417
frac = 0.937870
frac = 0.285300
frac = 0.273639
frac = 0.081489
frac = 0.923975
frac = 0.504346
frac = 0.994667
frac = 0.723255
frac = 0.506572
frac = 0.188692
frac = 0.942254
frac = 0.906597
frac = 0.585711
frac = 0.839799
frac = 0.126463
frac = 0.143188
frac = 0.478314
frac = 0.531681
frac = 0.506474
frac = 0.081630
frac = 0.377701
frac = 0.386112
frac = 0.763946
frac = 0.085758
frac = 0.330615
frac = 0.534363
frac = 0.952104
frac = 0.439518
frac = 0.970358
frac = 0.991326
frac = 0.219424
frac = 0.635827
frac = 0.124272
frac = 0.632344
frac = 0.888786
frac = 0.587528
frac = 0.191258
frac = 0.415102
frac = 0.719643
frac = 0.135992
frac = 0.459333
frac = 0.057076
frac = 0.396428
frac = 0.788862
frac = 0.462343
frac = 0.546072
frac = 0.211288
frac = 0.587216
frac = 0.323043
frac = 0.546330
frac = 0.775870
frac = 0.555093
frac = 0.545639
frac = 0.632055
frac = 0.629324
frac = 0.457228
frac = 0.726223
frac = 0.325533
frac = 0.561170
frac = 0.479219
frac = 0.055342
frac = 0.791433
frac = 0.873459
frac = 0.013783
frac = 0.919441
frac = 0.572993
frac = 0.060074
frac = 0.720149
frac = 0.660563
frac = 0.286611
frac = 0.620905
frac = 0.972890
frac = 0.725362
frac = 0.738000
frac = 0.490409
frac = 0.405947
frac = 0.795503
frac = 0.454663
frac = 0.380924
frac = 0.116468
frac = 0.437732
frac = 0.975788
frac = 0.288263
frac = 0.602034
frac = 0.053863
frac = 0.741141
frac = 0.850120
frac = 0.832891
frac = 0.189024
frac = 0.987598
frac = 0.552308
frac = 0.181762
frac = 0.048339
frac = 0.973178
frac = 0.043795
frac = 0.496753
frac = 0.808180
frac = 0.011909
frac = 0.323171
frac = 0.410898
frac = 0.648157
frac = 0.223659
frac = 0.274554
frac = 0.415117
frac = 0.260111
frac = 0.670977
frac = 0.785144
frac = 0.795516
frac = 0.110079
frac = 0.579215
frac = 0.318503
frac = 0.174280
frac = 0.267212
frac = 0.353445
frac = 0.782802
frac = 0.025677
frac = 0.867296
frac = 0.243263
frac = 0.960380
frac = 0.969725
frac = 0.351022
frac = 0.878472
frac = 0.505298
frac = 0.915993
frac = 0.768554
frac = 0.604105
frac = 0.481099
frac = 0.892008
frac = 0.902720
frac = 0.753596
frac = 0.205644
frac = 0.263138
frac = 0.676425
frac = 0.066674
frac = 0.538931
frac = 0.681600
frac = 0.846513
frac = 0.417518
frac = 0.969633
frac = 0.288383
frac = 0.363079
frac = 0.774033
frac = 0.903225
frac = 0.271954
frac = 0.677101
frac = 0.095555
frac = 0.616711
frac = 0.853666
frac = 0.188139
frac = 0.713625
frac = 0.091223
frac = 0.692141
frac = 0.410281
frac = 0.111860
frac = 0.577511
frac = 0.088155
frac = 0.859707
frac = 0.712109
frac = 0.404638
frac = 0.077235
frac = 0.458191
frac = 0.773175
frac = 0.412449
frac = 0.794099
frac = 0.587631
frac = 0.189315
frac = 0.324826
frac = 0.051424
frac = 0.869649
frac = 0.699693
frac = 0.796112
frac = 0.481162
frac = 0.913114
frac = 0.112849
frac = 0.972466
frac = 0.129330
frac = 0.476470
frac = 0.555564
frac = 0.042007
frac = 0.233656
frac = 0.628194
frac = 0.730757
frac = 0.253150
frac = 0.661501
frac = 0.509736
frac = 0.657059
frac = 0.432620
frac = 0.081095
frac = 0.762255
frac = 0.184459
frac = 0.471620
frac = 0.980843
frac = 0.416754
frac = 0.966264
frac = 0.732255
frac = 0.031184
frac = 0.885197
frac = 0.585257
frac = 0.631789
frac = 0.790420
frac = 0.218778
frac = 0.245069
frac = 0.966457
frac = 0.352928
frac = 0.339344
frac = 0.474416
frac = 0.004148
frac = 0.329232
frac = 0.330034
frac = 0.699815
frac = 0.377511
frac = 0.862817
frac = 0.460320
frac = 0.073074
frac = 0.764123
frac = 0.496306
frac = 0.407865
frac = 0.034574
frac = 0.340799
frac = 0.391238
frac = 0.895661
frac = 0.956142
frac = 0.414465
frac = 0.073376
frac = 0.906221
frac = 0.945405
frac = 0.499627
frac = 0.783256
frac = 0.639349
frac = 0.449659
frac = 0.937978
frac = 0.580418
frac = 0.628813
frac = 0.810304
frac = 0.406060
frac = 0.897338
frac = 0.528275
frac = 0.636238
Reading client-4.trace
frac = 0.782318
frac = 0.744921
frac = 0.935003
frac = 0.122172
frac = 0.914082
frac = 0.283829
frac = 0.870078
frac = 0.788294
frac = 0.982820
frac = 0.394148
frac = 0.069343
frac = 0.807298
frac = 0.851615
frac = 0.948499
frac = 0.575830
frac = 0.216060
frac = 0.027463
frac = 0.383575
frac = 0.821965
frac = 0.692253
frac = 0.658298
frac = 0.874187
frac = 0.275251
frac = 0.186928
frac = 0.397484
frac = 0.911416
frac = 0.323665
frac = 0.413393
frac = 0.656581
frac = 0.911687
frac = 0.193854
frac = 0.869195
frac = 0.835714
frac = 0.166493
frac = 0.730689
frac = 0.216761
frac = 0.046775
frac = 0.470625
frac = 0.929432
frac = 0.412435
frac = 0.557888
frac = 0.207234
frac = 0.507271
frac = 0.669504
frac = 0.540185
frac = 0.270746
frac = 0.226090
frac = 0.784364
frac = 0.353180
frac = 0.850418
frac = 0.479830
frac = 0.082264
frac = 0.372560
frac = 0.675434
frac = 0.196680
frac = 0.549981
frac = 0.481207
frac = 0.906948
frac = 0.126223
frac = 0.021537
frac = 0.157672
frac = 0.278808
frac = 0.835562
frac = 0.399275
frac = 0.881193
frac = 0.627418
frac = 0.905520
frac = 0.893320
frac = 0.973338
frac = 0.005434
frac = 0.462978
frac = 0.035120
frac = 0.150781
frac = 0.388519
frac = 0.853521
frac = 0.258482
frac = 0.284072
frac = 0.557808
frac = 0.271460
frac = 0.641205
frac = 0.110861
frac = 0.852167
frac = 0.300006
frac = 0.636013
frac = 0.421437
frac = 0.204345
frac = 0.995085
frac = 0.405551
frac = 0.196634
frac = 0.063827
frac = 0.482145
frac = 0.990410
frac = 0.729308
frac = 0.829120
frac = 0.512853
frac = 0.408341
frac = 0.814841
frac = 0.287059
frac = 0.846034
frac = 0.653441
frac = 0.579406
frac = 0.085968
frac = 0.023528
frac = 0.389993
frac = 0.557185
frac = 0.272481
frac = 0.729762
frac = 0.213694
frac = 0.505453
frac = 0.945850
frac = 0.074503
frac = 0.503619
frac = 0.503863
frac = 0.548396
frac = 0.713440
frac = 0.712413
frac = 0.947223
frac = 0.679038
frac = 0.344326
frac = 0.277812
frac = 0.441179
frac = 0.642248
frac = 0.004176
frac = 0.322121
frac = 0.012590
frac = 0.342962
frac = 0.212206
frac = 0.493887
frac = 0.337108
frac = 0.720674
frac = 0.172572
frac = 0.739606
frac = 0.632766
frac = 0.808266
frac = 0.370243
frac = 0.631597
frac = 0.765856
frac = 0.009054
frac = 0.017894
frac = 0.070071
frac = 0.229533
frac = 0.506648
frac = 0.558608
frac = 0.250753
frac = 0.163368
frac = 0.966500
frac = 0.155405
frac = 0.658098
frac = 0.539193
frac = 0.785461
frac = 0.632873
frac = 0.769029
frac = 0.169616
frac = 0.779125
frac = 0.118164
frac = 0.905343
frac = 0.442805
frac = 0.005638
frac = 0.055335
frac = 0.905470
frac = 0.263412
frac = 0.230666
frac = 0.309260
frac = 0.305657
frac = 0.355678
frac = 0.155522
frac = 0.019652
frac = 0.342383
frac = 0.302774
frac = 0.825394
frac = 0.063232
frac = 0.422078
frac = 0.196701
frac = 0.456585
frac = 0.331486
frac = 0.755103
frac = 0.251101
frac = 0.965757
frac = 0.152150
frac = 0.618323
frac = 0.267257
frac = 0.785303
frac = 0.940563
frac = 0.066835
frac = 0.854445
frac = 0.346028
frac = 0.061868
frac = 0.925303
frac = 0.831920
frac = 0.127460
frac = 0.030981
frac = 0.867093
frac = 0.820774
frac = 0.686705
frac = 0.865196
frac = 0.965042
frac = 0.859697
frac = 0.323088
frac = 0.566692
frac = 0.836176
frac = 0.499243
frac = 0.448940
frac = 0.752134
frac = 0.334292
frac = 0.490502
frac = 0.295568
frac = 0.852164
frac = 0.261532
frac = 0.851005
frac = 0.537282
frac = 0.127969
frac = 0.855130
frac = 0.862601
frac = 0.401903
frac = 0.738762
frac = 0.485789
frac = 0.578896
frac = 0.207158
frac = 0.809983
frac = 0.234486
frac = 0.318915
frac = 0.676824
frac = 0.976571
frac = 0.837305
frac = 0.718554
frac = 0.770421
frac = 0.888830
frac = 0.159502
frac = 0.803432
frac = 0.638265
frac = 0.068443
frac = 0.611620
frac = 0.771393
frac = 0.890086
frac = 0.072163
frac = 0.106031
frac = 0.202200
frac = 0.974208
frac = 0.009223
frac = 0.566857
frac = 0.913564
frac = 0.281285
frac = 0.818582
frac = 0.107126
frac = 0.913001
frac = 0.940421
frac = 0.110103
frac = 0.525743
frac = 0.269239
frac = 0.544109
frac = 0.955731
frac = 0.566494
frac = 0.967666
frac = 0.581091
frac = 0.587418
frac = 0.752546
frac = 0.591075
frac = 0.218450
frac = 0.685663
frac = 0.879185
frac = 0.581708
frac = 0.623481
frac = 0.833501
frac = 0.225652
frac = 0.317260
frac = 0.990713
frac = 0.045068
frac = 0.531052
frac = 0.690292
frac = 0.352128
frac = 0.740776
frac = 0.454991
frac = 0.542888
frac = 0.336418
frac = 0.972146
frac = 0.264681
frac = 0.289333
frac = 0.468610
frac = 0.440808
frac = 0.366176
frac = 0.725502
frac = 0.307238
frac = 0.984622
frac = 0.657835
frac = 0.657659
frac = 0.463535
frac = 0.077731
frac = 0.337621
frac = 0.081326
frac = 0.922869
frac = 0.878096
frac = 0.187806
frac = 0.907536
frac = 0.509213
frac = 0.442774
frac = 0.677454
frac = 0.938351
frac = 0.629310
frac = 0.865142
frac = 0.373723
frac = 0.471758
frac = 0.752059
frac = 0.280664
frac = 0.409287
frac = 0.150625
frac = 0.582359
frac = 0.939575
frac = 0.414747
frac = 0.285138
frac = 0.718859
frac = 0.558886
frac = 0.392631
frac = 0.018152
frac = 0.620405
frac = 0.121646
frac = 0.432966
frac = 0.666994
frac = 0.724245
frac = 0.156403
frac = 0.998933
frac = 0.145046
frac = 0.342866
frac = 0.903687
frac = 0.786060
frac = 0.869280
frac = 0.320963
frac = 0.063202
frac = 0.004872
frac = 0.068792
frac = 0.746181
frac = 0.611158
frac = 0.070708
frac = 0.869999
frac = 0.058356
frac = 0.143216
frac = 0.328288
frac = 0.509847
frac = 0.593340
frac = 0.236258
frac = 0.052449
frac = 0.444715
frac = 0.202305
frac = 0.295110
frac = 0.278242
frac = 0.660323
frac = 0.168583
frac = 0.636345
frac = 0.017096
frac = 0.196035
frac = 0.308252
frac = 0.880965
frac = 0.369922
frac = 0.625504
frac = 0.934924
frac = 0.132755
frac = 0.206672
frac = 0.731361
frac = 0.584453
frac = 0.149841
frac = 0.286813
frac = 0.570268
frac = 0.235761
frac = 0.462069
frac = 0.232191
frac = 0.986954
frac = 0.588832
frac = 0.895372
frac = 0.224398
frac = 0.960293
frac = 0.790309
frac = 0.252182
frac = 0.369890
frac = 0.379287
frac = 0.500589
frac = 0.459654
frac = 0.788923
frac = 0.220352
frac = 0.382812
frac = 0.034016
frac = 0.556105
frac = 0.711110
frac = 0.985713
frac = 0.764264
frac = 0.057487
frac = 0.466561
frac = 0.569855
frac = 0.224032
frac = 0.614245
frac = 0.716704
frac = 0.563233
frac = 0.296795
frac = 0.990589
frac = 0.780620
frac = 0.065154
frac = 0.510884
frac = 0.650275
frac = 0.936892
frac = 0.245635
frac = 0.291644
frac = 0.695022
frac = 0.896900
frac = 0.161866
frac = 0.231668
frac = 0.589045
frac = 0.714408
frac = 0.618817
frac = 0.246682
frac = 0.859040
frac = 0.380148
frac = 0.948218
frac = 0.653120
frac = 0.531607
frac = 0.003755
frac = 0.394665
frac = 0.175803
frac = 0.452536
frac = 0.714719
frac = 0.097838
frac = 0.181283
frac = 0.259757
frac = 0.959037
frac = 0.985213
frac = 0.430353
frac = 0.490882
frac = 0.885127
frac = 0.883848
frac = 0.137538
frac = 0.318925
frac = 0.147537
frac = 0.192055
frac = 0.240318
frac = 0.417113
frac = 0.079322
frac = 0.136854
frac = 0.214202
frac = 0.047113
frac = 0.764400
frac = 0.976758
frac = 0.142853
frac = 0.623579
frac = 0.900466
frac = 0.184745
frac = 0.269997
frac = 0.793461
frac = 0.403922
frac = 0.145520
frac = 0.286711
frac = 0.058136
frac = 0.080461
frac = 0.428258
frac = 0.378357
frac = 0.775989
frac = 0.426400
frac = 0.267035
frac = 0.351416
frac = 0.238440
frac = 0.025724
frac = 0.992896
frac = 0.833841
frac = 0.433729
frac = 0.702934
frac = 0.224426
frac = 0.675852
frac = 0.722212
frac = 0.644490
frac = 0.304881
frac = 0.824302
frac = 0.800461
frac = 0.312851
frac = 0.922997
frac = 0.115260
frac = 0.687497
frac = 0.834310
frac = 0.055289
frac = 0.392513
frac = 0.311002
frac = 0.014255
frac = 0.201102
frac = 0.877820
frac = 0.597444
frac = 0.966195
frac = 0.229727
frac = 0.262808
frac = 0.277208
frac = 0.131499
frac = 0.484074
frac = 0.597150
frac = 0.260361
frac = 0.697052
frac = 0.113432
frac = 0.659775
frac = 0.038736
frac = 0.126120
frac = 0.163469
frac = 0.888773
frac = 0.081397
frac = 0.164577
frac = 0.516652
frac = 0.496196
frac = 0.587419
Finished
Finished
Finished
Finished
Finished
Finished
Finished
Finished
Finished
Finished
Finished
Finished
